municipality,type,year,category,source,value
Красносельский,доходы,2018,Налоговые доходы,http://budget.mos.ru,5.9
Красносельский,доходы,2018,Неналоговые доходы,http://budget.mos.ru,0
Красносельский,доходы,2018,Безвозмездные поступления,http://budget.mos.ru,1.1
Красносельский,доходы,2018,Доходы: итого,http://budget.mos.ru,7
Красносельский,расходы,2018,Общегосударственные вопросы,http://budget.mos.ru,5.6
Красносельский,расходы,2018,"Культура, кинематография",http://budget.mos.ru,0.1
Красносельский,расходы,2018,Социальная политика,http://budget.mos.ru,0.8
Красносельский,расходы,2018,Средства массовой информации,http://budget.mos.ru,0.2
Красносельский,расходы,2018,Расходы: итого,http://budget.mos.ru,6.7
Крылатское,доходы,2018,Налоговые доходы,http://budget.mos.ru,7.3
Крылатское,доходы,2018,Неналоговые доходы,http://budget.mos.ru,0
Крылатское,доходы,2018,Безвозмездные поступления,http://budget.mos.ru,1.1
Крылатское,доходы,2018,Доходы: итого,http://budget.mos.ru,8.4
Крылатское,расходы,2018,Общегосударственные вопросы,http://budget.mos.ru,7.1
Крылатское,расходы,2018,"Культура, кинематография",http://budget.mos.ru,0.1
Крылатское,расходы,2018,Социальная политика,http://budget.mos.ru,0.7
Крылатское,расходы,2018,Средства массовой информации,http://budget.mos.ru,0.1
Крылатское,расходы,2018,Расходы: итого,http://budget.mos.ru,8
Крюково,доходы,2018,Налоговые доходы,http://budget.mos.ru,8.9
Крюково,доходы,2018,Неналоговые доходы,http://budget.mos.ru,0
Крюково,доходы,2018,Безвозмездные поступления,http://budget.mos.ru,1.1
Крюково,доходы,2018,Доходы: итого,http://budget.mos.ru,10
Крюково,расходы,2018,Общегосударственные вопросы,http://budget.mos.ru,6.2
Крюково,расходы,2018,"Культура, кинематография",http://budget.mos.ru,0.5
Крюково,расходы,2018,Социальная политика,http://budget.mos.ru,0.4
Крюково,расходы,2018,Средства массовой информации,http://budget.mos.ru,0.7
Крюково,расходы,2018,Расходы: итого,http://budget.mos.ru,7.9
Кузьминки,доходы,2018,Налоговые доходы,http://budget.mos.ru,9.1
Кузьминки,доходы,2018,Неналоговые доходы,http://budget.mos.ru,0.3
Кузьминки,доходы,2018,Безвозмездные поступления,http://budget.mos.ru,1.7
Кузьминки,доходы,2018,Доходы: итого,http://budget.mos.ru,11.1
Кузьминки,расходы,2018,Общегосударственные вопросы,http://budget.mos.ru,8.3
Кузьминки,расходы,2018,"Культура, кинематография",http://budget.mos.ru,0.6
Кузьминки,расходы,2018,Социальная политика,http://budget.mos.ru,0.6
Кузьминки,расходы,2018,Средства массовой информации,http://budget.mos.ru,0.1
Кузьминки,расходы,2018,Расходы: итого,http://budget.mos.ru,9.6
Кунцево,доходы,2018,Налоговые доходы,http://budget.mos.ru,12.3
Кунцево,доходы,2018,Неналоговые доходы,http://budget.mos.ru,0
Кунцево,доходы,2018,Безвозмездные поступления,http://budget.mos.ru,1.2
Кунцево,доходы,2018,Доходы: итого,http://budget.mos.ru,13.5
Кунцево,расходы,2018,Общегосударственные вопросы,http://budget.mos.ru,3.8
Кунцево,расходы,2018,Социальная политика,http://budget.mos.ru,1.8
Кунцево,расходы,2018,Средства массовой информации,http://budget.mos.ru,0
Кунцево,расходы,2018,Расходы: итого,http://budget.mos.ru,5.5
Куркино,доходы,2018,Налоговые доходы,http://budget.mos.ru,6.3
Куркино,доходы,2018,Неналоговые доходы,http://budget.mos.ru,0
Куркино,доходы,2018,Безвозмездные поступления,http://budget.mos.ru,8.8
Куркино,доходы,2018,Доходы: итого,http://budget.mos.ru,15.1
Куркино,расходы,2018,Общегосударственные вопросы,http://budget.mos.ru,11.7
Куркино,расходы,2018,"Культура, кинематография",http://budget.mos.ru,3.1
Куркино,расходы,2018,Социальная политика,http://budget.mos.ru,1.7
